76,43880289,43880908,2022/04/24,867.06
77,43879655,43881076,2022/10/09,184.26
78,43879649,43880852,2022/11/18,951.85
79,43881354,43881252,2021/12/06,602.81
80,43881046,43880428,2022/01/09,327.58
81,43880828,43879563,2022/01/18,877.33
82,43880070,43880804,2022/01/31,859.31
83,43880104,43880748,2022/04/02,142.42
84,43881226,43880288,2022/05/04,77.61
85,43881069,43880135,2022/07/21,71.13
86,43880413,43881350,2022/04/10,868.31
87,43881258,43880628,2022/04/09,282.14
88,43880800,43881018,2022/07/11,212.81
89,43880492,43881197,2022/05/13,673.72
90,43881065,43880494,2022/02/01,716.81
91,43880313,43879839,2022/07/22,916.16
92,43879683,43881171,2021/12/17,304.54
93,43880056,43880009,2022/06/14,99.58
94,43881423,43879823,2022/12/03,837.32
95,43881117,43879557,2022/09/07,57.54
96,43880561,43880336,2022/01/18,920.49
97,43881269,43880126,2022/11/23,156.48
98,43880760,43879736,2022/08/29,880.1
99,43879780,43880638,2022/11/18,506.83
100,43881085,43881444,2022/09/29,129.71
101,43881020,43881452,2022/10/08,343.96
102,43880015,43881400,2022/09/16,707.8
103,43879886,43880611,2022/06/07,411.68
104,43880712,43879563,2021/12/12,415.51
105,43880607,43880107,2022/08/22,278.7
106,43879838,43879831,2022/06/18,637.85
107,43880336,43879940,2022/10/14,286.34
108,43880798,43880106,2022/01/08,357.05
109,43879800,43880832,2022/11/11,132.12
110,43880109,43880630,2022/05/16,923.04
111,43879932,43880594,2023/02/02,133.74
112,43881178,43881060,2021/09/02,470.65
113,43880046,43880780,2021/11/08,349.74
114,43879909,43879947,2022/01/23,820.98
115,43880260,43880364,2022/02/29,366.71
116,43881370,43879605,2021/11/20,499.31
117,43879663,43880740,2022/01/29,995.75
118,43879857,43881276,2022/12/07,38.71
119,43879992,43879749,2022/07/24,237.89
120,43880980,43879751,2022/01/19,673.19
121,43879530,43880729,2022/07/18,767.62
122,43880849,43879886,2021/09/09,544.63
123,43880893,43881144,2022/05/13,75.21
124,43880992,43879705,2023/02/23,414.89
125,43881094,43881367,2022/11/02,38.3
126,43881509,43881246,2022/09/03,738.69
127,43880872,43880724,2022/06/26,260.78
128,43880262,43881379,2021/10/09,284.28
129,43880824,43880429,2022/03/28,240.78
130,43879628,43881042,2022/06/12,233.3
131,43880655,43880802,2021/09/13,947.38
132,43880976,43880765,2022/08/08,262.2
133,43880022,43880628,2021/12/16,114.15
134,43880516,43880791,2022/05/09,946.72
135,43879574,43881290,2022/05/30,127.34
136,43881370,43880464,2021/09/03,589.6
137,43881237,43881337,2021/09/08,968.13
138,43879886,43880959,2022/05/14,98.11
139,43879768,43880524,2022/12/10,697.08
140,43880975,43879550,2023/02/02,284.39
141,43880958,43880689,2022/03/15,937.8
142,43879711,43880908,2023/01/15,429.9
143,43881272,43879832,2022/08/07,363.66
144,43881031,43881140,2022/08/18,694.54
145,43880172,43879950,2022/07/22,721.56
146,43879639,43881495,2022/10/26,179.01
147,43880702,43881069,2022/07/03,593.37
148,43879644,43881110,2022/10/18,460.14
149,43880218,43881056,2022/02/14,828.34
150,43881174,43880404,2022/07/25,940.06
151,43880573,43880914,2022/08/02,324.08
152,43879794,43881055,2022/06/06,380.67
153,43880462,43880436,2022/07/06,291.41
154,43879827,43881418,2022/10/18,226.51
155,43881472,43879721,2021/12/28,459.27
156,43880908,43880103,2022/02/13,1.95
157,43880708,43880792,2022/07/24,304.58
158,43880969,43881091,2023/01/10,63.6
159,43880583,43880776,2022/01/09,450.45
160,43881457,43879864,2022/12/10,426.46
161,43881421,43880132,2022/11/02,514.3
162,43879594,43880939,2022/07/24,771.22
163,43879896,43880914,2022/11/22,824.97
164,43880923,43879647,2022/01/25,637.81
165,43881030,43879698,2022/12/22,654.26
166,43880645,43881240,2022/11/24,537.48
167,43881470,43880828,2021/11/29,446.29
168,43880739,43881264,2022/08/05,216.94
169,43880124,43879667,2022/07/17,872.96
170,43881212,43881215,2021/10/20,226.55
171,43879871,43880692,2022/07/29,672.19
172,43880349,43879922,2022/10/23,559.45
173,43880143,43879714,2022/01/09,956.38
174,43879790,43879699,2022/07/19,925.3
175,43881342,43880010,2022/07/24,187.46
176,43879691,43880037,2022/07/21,852.46
177,43880926,43881322,2022/01/21,204.27
178,43879514,43879898,2022/01/01,545.52
179,43879963,43880770,2022/12/14,708.38
180,43880842,43880844,2022/04/17,612.68
181,43880997,43880724,2022/09/25,259.6
182,43881433,43880144,2022/05/05,853.34
183,43880362,43881069,2022/07/04,747.58
184,43880690,43880988,2022/11/30,772.16
185,43881303,43880764,2023/03/19,118.42
186,43879965,43880786,2022/08/27,30.47
187,43880397,43879665,2022/12/03,263.21
188,43880860,43880132,2023/01/12,54.56
189,43879747,43880755,2021/11/10,961.22
190,43880029,43879959,2022/08/10,42.11
191,43881319,43879690,2022/05/18,664.44
192,43879838,43880520,2022/01/29,760.75
193,43879685,43880540,2022/10/17,396.49
194,43880694,43880736,2022/05/03,431.23
195,43880481,43881208,2022/07/24,328.37
196,43880881,43880784,2022/03/27,592.22
197,43880422,43880468,2023/04/27,744.55
198,43880150,43879586,2022/04/13,637.67
199,43880425,43881326,2022/05/23,681.2
200,43881351,43879779,2022/08/20,973.58
201,43881296,43879611,2022/05/17,53.17
202,43881440,43881166,2022/01/29,523.78
203,43879586,43881355,2022/04/30,841.35
204,43880154,43881171,2022/08/11,412.79
205,43879781,43880731,2022/12/21,139.25
206,43880839,43880729,2022/07/25,47.45
207,43881512,43880736,2022/10/26,620.03
208,43881499,43880359,2022/07/17,215.45
209,43880263,43879896,2022/01/26,498.92
210,43881416,43881266,2022/08/16,788.34
211,43880115,43880514,2022/04/21,338.38
212,43881171,43880642,2022/04/24,110.36
213,43881110,43881254,2022/06/17,595.64
214,43881491,43881313,2021/10/05,990.78
215,43880928,43880878,2022/12/08,25.99
216,43881169,43880088,2022/01/26,531.2
217,43880332,43880117,2022/07/03,90.67
218,43881499,43879711,2022/09/25,171.89
219,43879805,43881000,2022/02/05,754.0
220,43881503,43879582,2022/06/25,549.7
221,43880144,43879604,2021/11/12,847.06
222,43879791,43879916,2021/10/24,879.1
223,43881456,43879838,2022/04/20,201.7
224,43881369,43879570,2021/12/21,421.45
225,43879892,43881167,2022/11/05,219.55
226,43879592,43880659,2022/08/25,327.87
227,43879640,43880531,2022/09/09,292.0
228,43879834,43880417,2021/11/25,833.1
229,43881089,43880426,2021/11/12,616.36
230,43880743,43881326,2022/06/17,986.94
231,43880048,43880476,2022/01/22,78.68
232,43879874,43880555,2022/02/13,322.44
233,43879630,43880088,2022/11/21,411.02
234,43880332,43881034,2022/04/18,696.4
235,43879670,43879537,2022/07/20,314.47
236,43879595,43880546,2022/10/16,397.42
237,43879695,43880692,2022/06/24,684.38
238,43880948,43879848,2022/05/23,529.76
239,43880874,43880964,2022/04/29,893.89
240,43881456,43880342,2022/03/11,266.12
241,43880161,43880992,2022/04/27,680.37
242,43881476,43880239,2022/08/16,728.38
243,43881412,43881097,2021/11/25,253.58
244,43880567,43880837,2021/11/23,892.17
245,43879753,43880252,2022/02/09,996.41
246,43881088,43880734,2022/08/01,611.79
247,43880479,43880174,2022/12/01,839.33
248,43880960,43879516,2022/11/02,504.24
249,43881132,43880115,2022/08/12,726.77
250,43880128,43879797,2021/11/19,397.45
251,43880499,43880257,2022/07/19,17.24
252,43881296,43880591,2022/06/26,629.66
253,43879638,43880010,2022/04/12,692.77
254,43880738,43880688,2022/02/17,30.95
255,43880182,43879752,2022/06/02,22.28
256,43881118,43880549,2022/08/28,948.1
257,43880433,43880787,2022/11/29,566.9
258,43879576,43879522,2021/11/10,158.85
259,43881268,43880046,2022/06/27,768.38
260,43880692,43880224,2022/08/07,71.43
261,43880163,43879577,2021/11/19,20.25
262,43881180,43880377,2023/02/14,90.6
263,43881323,43880334,2022/12/17,473.7
264,43880647,43880074,2022/08/23,972.82
265,43880453,43880912,2022/09/20,564.06
266,43881376,43879813,2022/12/24,389.58
267,43879749,43880887,2022/11/10,748.73
268,43881061,43880442,2021/08/12,730.28
269,43879534,43880318,2022/11/15,599.76
270,43881303,43881068,2022/12/03,497.0
271,43881359,43881501,2022/07/09,118.68
272,43880292,43880360,2022/04/09,375.95
273,43879890,43879989,2022/03/23,294.48
274,43880817,43880502,2022/01/25,132.18
275,43880582,43880202,2022/06/25,766.82
276,43880488,43880312,2022/03/16,886.35
277,43881217,43880839,2022/07/21,495.38
278,43880649,43881314,2022/09/01,885.56
279,43881248,43879893,2022/04/10,534.24
280,43880321,43881277,2022/09/27,618.95
281,43879629,43880621,2022/06/07,530.86
282,43880192,43880769,2023/03/10,993.37
283,43879977,43880313,2022/03/14,898.5
284,43880542,43881465,2022/05/16,579.88
285,43880861,43880681,2021/11/09,845.32
286,43881391,43879704,2022/01/04,117.77
287,43879551,43880535,2021/08/14,501.02
288,43881111,43880533,2023/02/15,67.03
289,43881511,43881242,2022/02/08,257.9
290,43879986,43881347,2022/04/22,362.79
291,43881473,43880013,2022/01/29,950.34
292,43880702,43879944,2022/06/04,167.67
293,43881252,43880654,2022/08/01,740.26
294,43880081,43879538,2021/11/05,380.25
295,43881273,43879843,2022/01/27,218.82
296,43880809,43880064,2022/06/09,912.29
297,43880443,43881399,2022/03/29,626.78
298,43880674,43881000,2022/10/25,272.64
299,43880303,43880271,2021/09/01,129.95
300,43879770,43880667,2022/11/22,994.64
301,43880440,43881149,2022/09/18,560.75
302,43879952,43880057,2022/10/01,346.35
303,43879835,43879515,2022/08/21,84.8
304,43879599,43880734,2022/12/19,460.66
305,43880430,43880947,2022/01/10,740.48
306,43880806,43879646,2021/08/08,85.19
307,43880381,43880660,2022/11/16,730.55
308,43880176,43880515,2021/08/18,655.65
309,43880603,43879984,2023/02/24,243.22
310,43880066,43880155,2022/04/10,668.76
311,43880513,43880466,2023/03/19,549.2
312,43881483,43880241,2021/09/22,961.06
313,43879558,43879886,2022/10/08,440.89
314,43880342,43879578,2022/05/08,939.28
315,43881236,43880771,2022/09/30,328.76
316,43880881,43879990,2022/06/28,780.69
317,43880961,43880959,2021/10/26,531.06
318,43880573,43879640,2021/08/30,502.39
319,43880093,43880494,2022/06/18,763.07
320,43880379,43881094,2022/08/24,414.34
321,43881309,43879861,2021/09/04,516.79
322,43880139,43880769,2022/08/24,744.58
323,43880045,43881346,2022/01/10,258.7
324,43880890,43879555,2023/02/11,93.98
325,43880148,43880487,2022/07/20,478.08
326,43881067,43880912,2022/08/13,375.97
327,43880661,43880839,2022/10/15,21.95
328,43881307,43880172,2021/08/14,406.32
329,43881059,43880643,2022/05/19,670.58
330,43881347,43880483,2022/06/15,552.77
331,43880755,43881221,2022/02/18,835.83
332,43880712,43880440,2022/06/21,145.48
333,43880426,43880397,2022/04/26,993.08
334,43880285,43881381,2022/03/27,282.91
335,43880286,43880966,2023/02/12,350.0
336,43879936,43881497,2022/06/06,94.6
337,43879960,43880329,2022/08/29,267.93
338,43880517,43879904,2022/08/23,163.72
339,43881239,43881320,2022/10/23,734.36
340,43881391,43880117,2022/05/12,52.22
341,43879756,43881324,2022/08/26,113.89
342,43881351,43880571,2021/10/07,285.35
343,43880309,43880819,2021/10/15,163.17
344,43879831,43880297,2022/01/18,888.79
345,43880129,43879845,2022/01/08,932.22
346,43880698,43879608,2022/10/28,878.2
347,43880165,43879831,2022/02/28,538.42
348,43881073,43880742,2022/09/07,236.13
349,43879857,43880861,2022/07/06,620.9
350,43881349,43879671,2022/07/03,355.17
351,43881236,43880737,2022/07/06,660.05
352,43880415,43880619,2022/02/25,413.22
353,43880401,43879574,2022/09/06,315.55
354,43881174,43880384,2022/10/01,34.4
355,43880765,43881204,2022/06/30,42.37
356,43880777,43881289,2021/11/08,882.67
357,43880872,43880612,2021/10/08,654.29
358,43881192,43881321,2021/12/25,802.36
359,43880931,43879527,2022/11/17,408.63
360,43881014,43880451,2022/04/05,353.27
361,43880191,43880505,2021/11/10,624.27
362,43880810,43879784,2022/04/22,763.75
363,43880612,43879653,2022/06/11,898.6
364,43879707,43880807,2021/11/19,111.52
365,43879845,43881011,2022/05/07,816.82
366,43881491,43879547,2022/03/10,852.01
367,43879808,43881067,2022/04/15,884.87
368,43880726,43879975,2022/05/19,946.48
369,43880782,43881122,2022/05/23,812.75
370,43880334,43881057,2022/08/16,317.71
371,43881200,43879929,2021/11/18,920.32
372,43880058,43880796,2022/03/25,481.87
373,43880830,43880099,2022/05/12,799.51
374,43880912,43881358,2021/08/05,292.22
375,43879682,43880911,2021/09/17,10.04
376,43880691,43880381,2022/04/15,745.12
377,43881170,43880722,2022/03/01,283.81
378,43880741,43879717,2022/06/14,485.63
379,43880375,43881132,2021/11/08,715.51
380,43880712,43879803,2022/02/26,450.71
381,43881345,43879659,2022/01/26,496.46
382,43881298,43880812,2022/08/01,586.94
383,43880826,43880746,2022/02/15,828.79
384,43880945,43880088,2022/10/25,813.21
385,43880498,43879728,2023/02/14,587.77
386,43880672,43880633,2022/12/03,544.6
387,43879718,43881098,2022/07/09,343.0
388,43879583,43881227,2023/04/27,787.71
389,43881055,43879922,2022/01/22,416.41
390,43881144,43881500,2022/03/27,612.97
391,43880603,43880935,2022/01/12,776.42
392,43880296,43881481,2022/07/30,79.57
393,43881290,43880364,2022/07/16,725.49
394,43880372,43881146,2022/03/11,956.33
395,43880315,43879976,2022/01/21,443.39
396,43879979,43880582,2023/01/17,840.1
397,43880892,43880317,2021/10/03,819.77
398,43880384,43879619,2021/09/27,386.19
399,43880322,43880472,2022/03/22,463.52
400,43880045,43880670,2022/01/17,256.49
401,43879865,43880477,2022/05/08,16.48
402,43881098,43880759,2021/12/16,696.4
403,43880927,43880511,2023/04/12,386.5
404,43880434,43879900,2022/10/30,25.4
405,43881153,43880980,2022/10/21,781.12
406,43879695,43880085,2022/03/10,158.45
407,43880813,43880713,2022/03/23,973.72
408,43881418,43879531,2022/04/12,906.47
409,43880494,43879587,2022/04/21,827.18
410,43880882,43880668,2022/07/23,309.47
411,43880570,43880983,2022/11/28,533.88
412,43880630,43880033,2021/11/25,152.4
413,43880565,43880105,2022/04/23,770.79
414,43880752,43880980,2022/01/17,584.9
415,43880386,43879979,2022/07/03,944.73
416,43880037,43880593,2021/11/08,916.06
417,43880220,43881477,2022/06/14,20.48
418,43880760,43880380,2022/09/19,690.81
419,43880617,43881247,2023/02/02,587.49
420,43880418,43879734,2022/08/08,551.06
421,43879968,43881305,2022/06/15,417.36
422,43881385,43880489,2022/12/01,724.92
423,43880420,43879514,2022/08/03,761.95
424,43880136,43880967,2022/11/06,573.43
425,43880471,43881152,2022/05/23,663.15
426,43880360,43881468,2022/07/18,338.67
427,43879930,43880452,2022/06/03,745.91
428,43880873,43879622,2022/01/23,43.77
429,43880271,43880500,2021/09/24,286.12
430,43879699,43879800,2022/03/16,420.17
431,43880596,43880690,2022/04/09,871.64
432,43881296,43880096,2022/05/20,421.59
433,43881092,43881081,2021/10/20,141.04
434,43879645,43880587,2021/10/05,334.67
435,43880657,43879684,2022/02/14,793.88
436,43879985,43880229,2022/11/18,619.06
437,43880135,43879930,2022/05/04,623.94
438,43880121,43880902,2022/03/29,605.98
439,43879905,43879814,2022/07/22,57.33
440,43880383,43879957,2022/03/06,838.07
441,43880366,43881428,2022/04/21,645.64
442,43879844,43881196,2022/05/13,692.98
443,43881424,43880199,2023/02/17,508.2
444,43880935,43881481,2022/08/28,388.69
445,43880556,43880856,2022/07/19,93.48
446,43880952,43879567,2022/12/30,983.93
447,43880111,43879873,2022/11/06,116.85
448,43880503,43879853,2021/11/29,230.51
449,43881498,43880387,2022/05/26,346.94
450,43879516,43880527,2023/03/13,465.09
451,43880124,43880398,2022/02/27,779.6
452,43879649,43880959,2022/07/02,62.46
453,43881096,43879576,2021/12/01,477.64
454,43880858,43880685,2021/10/31,981.97
455,43880054,43881482,2022/05/04,171.67
456,43881273,43881278,2022/03/15,192.35
457,43881037,43880173,2022/07/19,782.34
458,43880182,43880018,2023/02/21,662.99
459,43879679,43879793,2021/12/13,791.33
460,43880425,43880807,2022/03/15,162.81
461,43879932,43879771,2022/04/07,290.1
462,43880291,43880902,2022/10/18,364.51
463,43880915,43879637,2021/10/21,412.43
464,43881399,43880231,2022/08/30,254.51
465,43880486,43880510,2022/03/29,355.69
466,43880539,43881501,2022/03/13,347.21
467,43881207,43880949,2022/05/15,335.65
468,43880134,43880577,2022/12/05,539.5
469,43880204,43879658,2022/07/24,633.8
470,43879824,43880048,2022/05/07,708.12
471,43880359,43880330,2022/05/16,89.07
472,43880454,43881086,2021/11/25,654.16
473,43881492,43880783,2022/03/18,145.11
474,43879891,43880998,2022/04/22,783.4
475,43881211,43879614,2022/04/11,543.02
476,43879749,43881280,2022/04/20,153.34
477,43880182,43881380,2022/05/10,14.95
478,43881472,43880973,2022/07/09,797.44
479,43880682,43881343,2022/12/28,517.9
480,43881393,43881227,2021/09/21,657.11
481,43881039,43880701,2022/04/20,186.64
482,43881270,43880947,2022/07/12,559.18
483,43880812,43880146,2022/05/05,97.91
484,43880712,43880273,2022/02/17,328.94
485,43880099,43879823,2022/06/12,784.8
486,43880917,43881272,2022/06/14,284.84
487,43880816,43880617,2022/02/22,828.93
488,43880960,43879563,2022/09/01,408.87
489,43880206,43880332,2022/06/30,655.85
490,43880511,43880950,2022/04/11,953.28
491,43880242,43879659,2022/01/01,648.24
492,43881214,43880002,2022/05/31,960.66
493,43880609,43880182,2022/01/19,720.25
494,43879987,43880843,2022/05/04,870.77
495,43880167,43880684,2022/06/20,585.97
496,43881021,43880764,2022/08/27,322.63
497,43880661,43880472,2022/07/16,392.09
498,43880067,43880781,2022/11/24,602.42
499,43881445,43880949,2022/06/04,782.79
500,43880808,43880042,2022/02/16,627.03
501,43880712,43880521,2022/06/18,20.66
502,43880975,43881360,2022/04/18,946.26
503,43880479,43879889,2021/11/20,420.78
504,43881327,43880532,2022/08/03,845.79
505,43881095,43881195,2023/03/17,757.53
506,43880832,43880935,2022/02/26,595.44
507,43879752,43881038,2023/04/17,55.1
508,43881032,43880081,2022/03/06,854.29
509,43879592,43880879,2022/06/17,485.39
510,43880193,43880658,2022/06/30,334.53
511,43880831,43880443,2022/08/29,317.24
512,43880386,43881119,2022/03/21,355.49
513,43880848,43879754,2022/09/19,588.31
514,43881102,43880306,2022/01/02,999.08
515,43881239,43879768,2022/07/23,393.08
516,43879691,43879624,2022/05/06,309.52
517,43879883,43880152,2022/01/05,801.31
518,43880532,43880018,2021/10/25,734.51
519,43879720,43881025,2021/11/05,120.98
520,43880262,43880388,2022/08/03,626.8
521,43880598,43881408,2021/09/15,538.68
522,43881375,43880942,2022/05/08,873.91
523,43881027,43881209,2022/08/03,244.07
524,43880281,43881169,2022/03/12,628.33
525,43881425,43879774,2021/12/28,293.23
526,43880209,43879547,2022/01/21,378.13
527,43879518,43879713,2022/03/22,807.18
528,43879622,43880185,2022/05/03,628.43
529,43879592,43880230,2022/12/27,631.86
530,43879610,43880583,2022/03/31,159.4
531,43880607,43879837,2022/05/15,491.95
532,43879756,43880050,2022/01/27,332.59
533,43879762,43881416,2022/12/18,538.02
534,43880052,43879635,2022/10/27,539.43
535,43880695,43880794,2022/06/13,251.67
536,43880199,43881204,2022/08/21,213.42
537,43880815,43881364,2022/08/31,145.34
538,43880806,43881151,2022/02/20,858.94
539,43880233,43880594,2022/04/11,325.83
540,43880631,43881345,2022/04/19,441.74
541,43880891,43881210,2022/11/15,202.64
542,43881088,43880725,2022/08/25,610.17
543,43879923,43880279,2022/06/03,18.02
544,43879515,43879607,2022/07/12,116.59
545,43880183,43879974,2021/12/20,853.88
546,43880705,43880651,2022/01/04,375.68
547,43881206,43880335,2022/10/01,978.95
548,43880085,43880692,2022/06/28,284.53
549,43879630,43880404,2021/12/25,224.35
550,43881458,43881188,2022/05/10,200.49
551,43880754,43880053,2022/04/15,16.46
552,43880495,43879559,2022/06/13,77.08
553,43879580,43879743,2023/02/14,851.1
554,43880999,43881069,2022/01/10,224.14
555,43881472,43879792,2022/07/05,998.07
556,43879794,43879803,2022/07/20,29.54
557,43881373,43880034,2023/02/07,81.59
558,43880653,43879536,2021/11/12,469.79
559,43880760,43880817,2022/02/19,354.05
560,43879783,43880192,2021/08/16,594.36
561,43879772,43881083,2022/09/28,212.84
562,43880141,43880439,2022/08/08,81.64
563,43880060,43879703,2022/05/23,982.45
564,43881015,43880157,2021/12/23,414.41
565,43881490,43879745,2023/02/13,339.81
566,43880393,43879687,2021/10/19,492.97
567,43879678,43880034,2021/12/07,120.09
568,43881287,43879855,2022/09/28,257.02
569,43880365,43881094,2022/05/20,906.31
570,43881093,43880084,2022/12/27,416.27
571,43879769,43880751,2022/04/09,373.19
572,43879553,43881144,2021/10/04,128.7
573,43879528,43879868,2022/10/27,733.45
574,43880532,43881180,2021/10/12,964.38
575,43879784,43879714,2022/05/22,375.98
576,43879888,43880970,2022/05/31,986.89
577,43880084,43880941,2022/12/02,951.12
578,43880461,43880187,2022/05/11,595.01
579,43880839,43879958,2022/08/09,868.72
580,43881405,43880853,2022/12/07,418.4
581,43881384,43880703,2021/09/14,821.89
582,43880785,43880429,2022/08/18,321.15
583,43880764,43879719,2022/11/30,509.16
584,43880281,43880169,2022/12/11,382.81
585,43879542,43881040,2022/06/13,117.12
586,43881362,43881140,2022/08/18,914.75
587,43880977,43879701,2022/06/12,733.66
588,43880461,43880464,2022/10/31,680.12
589,43880444,43880161,2022/05/26,478.3
590,43880213,43879788,2022/01/27,5.88
591,43880479,43880133,2022/03/29,707.69
592,43879803,43881049,2022/07/11,337.83
593,43880388,43879980,2022/10/14,56.69
594,43880081,43879741,2022/03/27,48.62
595,43879815,43879678,2022/02/05,39.41
596,43879850,43880007,2022/01/12,522.74
597,43881108,43880847,2021/11/01,430.5
598,43881442,43879886,2021/12/23,341.51
599,43881478,43881254,2022/04/14,468.77
600,43881441,43880445,2021/11/15,397.95
601,43880294,43880277,2022/05/03,64.29
602,43880604,43881015,2022/10/28,704.69
603,43881289,43880830,2021/11/10,941.47
604,43880610,43880872,2022/12/02,297.15
605,43879791,43880791,2022/08/10,362.21
606,43879538,43879857,2022/07/31,899.7
607,43881383,43880771,2021/11/27,127.83
608,43880365,43880838,2022/11/30,844.36
609,43881327,43879815,2022/10/20,482.52
610,43879800,43879528,2022/05/14,932.28
611,43880392,43881244,2021/11/01,445.59
612,43880100,43881407,2022/04/08,330.52
613,43881506,43881165,2023/03/14,404.65
614,43880987,43879718,2021/10/03,166.25
615,43881182,43881269,2022/03/09,632.81
616,43880400,43880652,2022/07/02,21.9
617,43880497,43880058,2022/06/21,919.29
618,43880670,43881318,2021/10/03,858.17
619,43880099,43880679,2022/07/07,622.3
620,43879876,43879915,2022/08/04,323.24
621,43880092,43881233,2022/12/28,891.72
622,43880389,43880089,2021/11/14,723.23
623,43880120,43879894,2023/02/07,86.96
624,43881202,43881113,2021/11/18,692.52
625,43879651,43880017,2022/04/11,32.07
626,43879733,43880017,2022/10/02,244.01
627,43880596,43880410,2022/10/12,284.06
628,43881409,43879949,2021/10/01,706.71
629,43880311,43879584,2022/06/26,978.11
630,43880550,43879815,2022/09/22,338.62
631,43880883,43880065,2022/07/13,88.3
632,43881124,43880634,2023/03/01,366.18
633,43880776,43880488,2022/03/28,837.83
634,43879601,43880605,2022/12/06,279.76
635,43881362,43881399,2023/03/06,25.1
636,43880746,43879530,2022/03/10,469.54
637,43879535,43881033,2022/06/23,966.33
638,43881283,43880196,2022/05/16,955.35
639,43879780,43881047,2022/04/08,685.19
640,43880426,43879732,2023/01/10,870.75
641,43881086,43881137,2022/06/09,893.79
642,43880002,43881340,2022/10/18,673.42
643,43880132,43879599,2023/02/19,713.32
644,43881135,43880894,2022/03/19,292.58
645,43881364,43880610,2022/07/02,201.87
646,43879674,43881077,2022/09/18,279.21
647,43881067,43880309,2022/07/18,137.82
648,43881351,43880501,2022/01/04,269.45
649,43881026,43880447,2021/10/11,577.4
650,43880987,43880911,2022/12/29,952.68
651,43881289,43879811,2022/03/14,129.54
652,43881029,43881492,2022/03/06,990.99
653,43880144,43881058,2022/07/08,390.81
654,43881289,43879913,2022/06/15,646.96
655,43880989,43880523,2022/02/24,403.48
656,43880935,43880204,2022/09/16,168.55
657,43879789,43879834,2023/02/11,454.21
658,43879756,43880495,2021/10/20,513.08
659,43880208,43880282,2022/02/28,47.39
660,43880217,43880192,2022/07/17,160.3
661,43880763,43879610,2022/01/10,47.5
662,43879591,43880937,2022/11/27,485.62
663,43879722,43881360,2021/10/06,949.67
664,43879635,43880683,2022/05/30,933.0
665,43881178,43881435,2021/10/21,949.12
666,43881380,43880598,2021/08/09,869.52
